Cluster,Center_Latitude,Center_Longitude,Total_Accidents,Dominant_Severity,Dominant_Weather,Dominant_Road_Type,Average_Speed,Average_Casualties,Peak_Hour,Fatal_Count,Serious_Count,Slight_Count
1464,51.78038,0.021358045,44,Slight,Fine No High Winds,Single Carriageway,64.77,1.52,7.0,1,4,39
2659,51.5119,-3.431855,44,Slight,Fine No High Winds,Dual Carriageway,51.82,1.48,17.0,1,3,40
1275,52.621243,-0.055746183,44,Slight,Fine No High Winds,Single Carriageway,63.64,1.73,6.0,3,6,35
831,52.520187,-1.6341691,44,Slight,Fine No High Winds,Single Carriageway,50.0,1.36,7.0,1,4,39
679,52.78867,-2.0400083,44,Slight,Fine No High Winds,Single Carriageway,42.95,1.39,8.0,0,1,43
2992,53.44037,-1.2388812,44,Slight,Fine No High Winds,Single Carriageway,60.91,1.52,19.0,0,5,39
1331,52.779186,0.47086763,44,Slight,Fine No High Winds,Single Carriageway,58.18,1.73,12.0,0,7,37
2063,50.885452,-0.5766849,44,Slight,Fine No High Winds,Single Carriageway,58.86,1.23,12.0,0,9,35
228,53.03749,-2.452274,44,Slight,Fine No High Winds,Single Carriageway,52.27,1.5,7.0,1,8,35
1306,52.904648,1.0907633,44,Slight,Fine No High Winds,Single Carriageway,34.55,1.14,14.0,2,12,30
1512,51.927647,0.69867426,44,Slight,Fine No High Winds,Single Carriageway,30.91,1.2,18.0,0,7,37
1533,51.6631,0.83005506,44,Slight,Fine No High Winds,Single Carriageway,32.95,1.09,16.0,1,12,31
886,53.222984,-1.7063782,44,Slight,Fine No High Winds,Single Carriageway,47.95,1.66,16.0,1,10,33
1527,51.6548,0.5470083,44,Slight,Fine No High Winds,Single Carriageway,54.77,1.34,8.0,3,8,33
2088,50.98671,-0.61038595,44,Slight,Fine No High Winds,Single Carriageway,34.77,1.36,16.0,0,5,39
2952,54.193336,-2.9096804,44,Slight,Fine No High Winds,Single Carriageway,30.91,1.09,8.0,2,4,38
2950,54.62184,-2.5645137,44,Slight,Fine No High Winds,Single Carriageway,42.05,1.66,11.0,0,4,40
2079,50.99275,-0.16655363,44,Slight,Fine No High Winds,Single Carriageway,45.68,1.36,9.0,3,8,33
2381,51.467453,-2.675196,44,Slight,Fine No High Winds,Single Carriageway,48.64,1.68,8.0,0,4,40
1499,51.838085,0.70207614,44,Slight,Fine No High Winds,Single Carriageway,30.0,1.14,15.0,0,5,39
2886,55.83683,-5.056286,44,Slight,Fine No High Winds,Single Carriageway,30.45,1.09,16.0,0,6,38
660,53.05441,-2.302358,44,Slight,Fine No High Winds,Single Carriageway,31.36,1.14,8.0,0,2,42
928,52.736233,-1.5654668,44,Slight,Fine No High Winds,Single Carriageway,32.95,1.18,17.0,1,10,33
623,54.583614,-1.0864353,44,Slight,Fine No High Winds,Dual Carriageway,56.36,1.59,17.0,0,3,41
3060,52.714333,0.41409934,44,Slight,Fine No High Winds,Single Carriageway,38.64,1.43,12.0,0,5,39
1684,51.982204,-1.3214873,44,Slight,Fine No High Winds,Single Carriageway,34.77,1.55,8.0,2,6,36
434,54.12034,-1.190917,44,Slight,Fine No High Winds,Single Carriageway,30.0,1.14,8.0,0,8,36
552,53.575314,-0.16362704,44,Slight,Fine No High Winds,Single Carriageway,32.05,1.59,8.0,0,5,39
2836,55.7553,-2.9215615,44,Slight,Fine No High Winds,Single Carriageway,59.09,1.27,8.0,1,5,38
1778,50.867275,-0.95180917,44,Slight,Fine No High Winds,Single Carriageway,47.27,1.14,0.0,0,4,40
2567,52.948055,-3.989705,44,Slight,Fine No High Winds,Single Carriageway,59.32,2.11,15.0,0,8,36
649,52.37058,-1.5492527,44,Slight,Fine No High Winds,Single Carriageway,38.18,1.39,8.0,0,8,36
135,53.7809,-2.4449923,44,Slight,Fine No High Winds,Single Carriageway,57.73,1.48,8.0,0,9,35
933,53.37533,-1.0599048,44,Slight,Fine No High Winds,Single Carriageway,42.95,1.41,18.0,3,7,34
2181,50.41481,-4.323831,44,Slight,Fine No High Winds,Single Carriageway,49.55,1.64,8.0,2,8,34
1044,52.97501,-0.11081464,44,Slight,Fine No High Winds,Single Carriageway,47.73,1.64,17.0,0,7,37
1744,50.779163,-1.7903706,44,Slight,Fine No High Winds,Single Carriageway,47.5,1.55,18.0,0,7,37
469,53.78251,-1.6371375,44,Slight,Fine No High Winds,Single Carriageway,42.27,1.66,17.0,1,6,37
1087,53.32054,-0.42659852,44,Slight,Fine No High Winds,Single Carriageway,60.0,1.64,9.0,1,5,38
494,53.58865,-1.6285195,44,Slight,Fine No High Winds,Single Carriageway,32.05,1.32,16.0,0,9,35
977,52.85858,-1.2605864,44,Slight,Fine No High Winds,Single Carriageway,54.77,1.68,11.0,0,4,40
2222,50.751408,-3.3334396,44,Slight,Fine No High Winds,Dual Carriageway,59.09,1.57,18.0,2,4,38
2831,55.56627,-2.6473913,44,Slight,Fine No High Winds,Single Carriageway,50.23,1.5,14.0,0,5,39
1022,52.850002,-0.62720066,44,Slight,Fine No High Winds,Dual Carriageway,69.32,1.68,14.0,2,3,39
2707,52.22749,-3.2331533,44,Slight,Fine No High Winds,Single Carriageway,60.0,1.3,13.0,1,11,32
2118,50.13513,-5.488837,44,Slight,Fine No High Winds,Single Carriageway,54.32,1.39,13.0,0,7,37
3044,53.38701,-0.3673072,44,Slight,Fine No High Winds,Single Carriageway,40.0,1.45,8.0,0,5,39
422,53.91636,-1.9982567,44,Slight,Fine No High Winds,Single Carriageway,59.55,1.93,16.0,4,7,33
1629,51.933426,-0.697184,44,Slight,Fine No High Winds,Single Carriageway,63.41,1.48,8.0,0,8,36
1794,51.357986,-0.9691393,44,Slight,Fine No High Winds,Single Carriageway,54.77,1.23,7.0,0,11,33
1643,51.851124,-1.3162786,44,Slight,Fine No High Winds,Single Carriageway,52.05,1.39,16.0,2,8,34
2319,51.252018,-2.2556837,44,Slight,Fine No High Winds,Single Carriageway,59.77,1.57,15.0,1,15,28
588,53.719944,-0.17127232,44,Slight,Fine No High Winds,Single Carriageway,30.68,1.57,8.0,1,11,32
136,53.79623,-2.5057654,44,Slight,Fine No High Winds,Single Carriageway,46.82,1.61,17.0,3,11,30
908,53.187984,-1.278267,44,Slight,Fine No High Winds,Single Carriageway,41.82,1.57,15.0,1,3,40
3034,52.990257,-0.43780717,44,Slight,Fine No High Winds,Single Carriageway,49.09,1.48,16.0,1,3,40
2317,51.387882,-2.782442,44,Slight,Fine No High Winds,Single Carriageway,39.32,1.48,11.0,0,6,38
1658,51.526566,-0.98485285,44,Slight,Fine No High Winds,Single Carriageway,30.68,1.27,13.0,0,3,41
2602,51.56873,-3.2461221,44,Slight,Fine No High Winds,Roundabout,37.95,1.32,15.0,0,2,42
1176,52.078568,-1.2724828,44,Slight,Fine No High Winds,Single Carriageway,46.36,1.5,15.0,1,8,35
2368,51.156296,-2.935975,43,Slight,Fine No High Winds,Single Carriageway,42.33,1.7,15.0,2,9,32
1031,52.834045,-0.6301012,43,Slight,Fine No High Winds,Dual Carriageway,69.07,1.58,13.0,3,7,33
2257,50.60503,-3.6010945,43,Slight,Fine No High Winds,Single Carriageway,43.95,1.09,18.0,1,4,38
1043,52.898205,-0.10760344,43,Slight,Fine No High Winds,Single Carriageway,60.0,1.74,14.0,4,10,29
1041,53.004093,0.08243437,43,Slight,Fine No High Winds,Single Carriageway,40.93,1.7,8.0,0,5,38
262,54.953556,-1.4006339,43,Slight,Fine No High Winds,Single Carriageway,33.49,1.37,15.0,0,7,36
1428,52.164425,-0.5036483,43,Slight,Fine No High Winds,Single Carriageway,40.93,1.14,18.0,0,13,30
3028,53.14436,-1.4154077,43,Slight,Fine No High Winds,Single Carriageway,47.67,1.35,19.0,0,7,36
1074,53.25857,-0.69215846,43,Slight,Fine No High Winds,Single Carriageway,59.77,1.7,17.0,0,10,33
2578,52.95132,-3.0440824,43,Slight,Fine No High Winds,Single Carriageway,57.91,1.74,16.0,2,3,38
2876,55.910282,-4.866569,43,Slight,Fine No High Winds,Single Carriageway,51.63,1.67,16.0,0,5,38
2106,50.92828,-0.39119348,43,Slight,Fine No High Winds,Dual Carriageway,64.42,1.33,11.0,2,10,31
3313,51.46295,-1.2382877,43,Slight,Fine No High Winds,Dual Carriageway,69.3,1.58,7.0,1,9,33
704,52.72097,-1.8432761,43,Slight,Fine No High Winds,Single Carriageway,55.35,1.49,8.0,1,2,40
1321,52.65478,1.1509557,43,Slight,Fine No High Winds,Single Carriageway,60.7,1.67,18.0,1,3,39
3145,50.9605,-0.8818763,43,Slight,Fine No High Winds,Single Carriageway,59.07,1.37,10.0,0,14,29
2142,50.373547,-5.089795,43,Slight,Fine No High Winds,Single Carriageway,56.74,1.74,18.0,1,6,36
1075,53.176376,-0.56269586,43,Slight,Fine No High Winds,Single Carriageway,43.02,1.47,15.0,1,5,37
1335,52.764404,1.474904,43,Slight,Fine No High Winds,Single Carriageway,53.72,1.86,15.0,1,6,36
2153,50.509174,-4.6608415,43,Slight,Fine No High Winds,Single Carriageway,57.21,1.67,10.0,2,6,35
3223,52.150196,-3.4018917,43,Slight,Fine No High Winds,Single Carriageway,31.86,1.16,14.0,0,4,39
1150,52.502197,-1.3242606,43,Slight,Fine No High Winds,Single Carriageway,62.09,1.53,8.0,2,9,32
2058,50.846096,-0.90898246,43,Slight,Fine No High Winds,Single Carriageway,30.7,1.19,15.0,1,11,31
3170,50.828506,-4.518941,43,Slight,Fine No High Winds,Single Carriageway,36.98,1.42,12.0,0,5,38
3054,52.28017,-1.1107397,43,Slight,Fine No High Winds,Single Carriageway,60.0,1.4,16.0,3,7,33
847,52.580578,-1.6720198,43,Slight,Fine No High Winds,Dual Carriageway,67.21,1.6,8.0,2,10,31
1703,51.39031,-0.79580694,43,Slight,Fine No High Winds,Single Carriageway,53.49,1.33,7.0,1,8,34
1995,51.054173,0.44781485,43,Slight,Fine No High Winds,Single Carriageway,50.7,1.58,18.0,0,11,32
2838,55.982758,-3.510916,43,Slight,Fine No High Winds,Single Carriageway,57.91,1.6,7.0,3,6,34
1671,51.96776,-1.2440343,43,Slight,Fine No High Winds,Dual Carriageway,68.84,1.44,8.0,1,8,34
1972,51.093998,0.63472575,43,Slight,Fine No High Winds,Single Carriageway,57.67,1.56,10.0,0,4,39
203,53.203903,-2.6515138,43,Slight,Fine No High Winds,Single Carriageway,59.3,1.95,16.0,1,11,31
2832,55.89373,-3.4630976,43,Slight,Fine No High Winds,Single Carriageway,31.16,1.19,16.0,0,6,37
1655,51.731617,-1.3286902,43,Slight,Fine No High Winds,Single Carriageway,43.26,1.44,17.0,0,8,35
1830,51.30399,-0.43773735,43,Slight,Fine No High Winds,Single Carriageway,41.4,1.3,8.0,1,10,32
1875,51.35649,0.44392884,43,Slight,Fine No High Winds,Single Carriageway,45.81,1.21,16.0,0,8,35
818,52.285892,-1.4591564,43,Slight,Fine No High Winds,Single Carriageway,58.37,1.56,18.0,1,5,37
193,53.276672,-2.3629591,43,Slight,Fine No High Winds,Single Carriageway,57.21,1.4,8.0,0,10,33
2715,52.512722,-3.4225113,43,Slight,Fine No High Winds,Single Carriageway,51.4,1.88,16.0,1,4,38
2743,57.207226,-2.1888542,43,Slight,Fine No High Winds,Single Carriageway,30.93,1.12,8.0,0,6,37
1938,51.207462,0.2265432,43,Slight,Fine No High Winds,Dual Carriageway,63.26,1.47,7.0,1,7,35
1614,52.021706,-0.9201533,43,Slight,Fine No High Winds,Single Carriageway,60.0,1.74,8.0,1,6,36
1712,51.48693,-0.8701917,43,Slight,Fine No High Winds,Single Carriageway,51.4,1.28,8.0,0,10,33
3410,51.48303,-0.7292273,43,Slight,Fine No High Winds,Single Carriageway,47.21,1.47,16.0,0,7,36
678,52.489494,-2.18887,42,Slight,Fine No High Winds,Single Carriageway,55.71,1.57,17.0,0,2,40
3389,52.380436,-1.3979552,42,Slight,Fine No High Winds,Single Carriageway,33.33,1.29,19.0,0,7,35
1483,51.834442,-0.3931239,42,Slight,Fine No High Winds,Single Carriageway,52.62,1.52,6.0,3,12,27
664,52.956978,-2.0299125,42,Slight,Fine No High Winds,Single Carriageway,47.86,1.52,17.0,1,5,36
59,54.208904,-3.0705073,42,Slight,Fine No High Winds,Single Carriageway,58.1,1.69,12.0,1,6,35
302,54.745514,-1.815576,42,Slight,Fine No High Winds,Single Carriageway,32.38,1.17,15.0,0,10,32
1350,52.689606,1.272488,42,Slight,Fine No High Winds,Single Carriageway,49.05,2.36,9.0,2,8,32
1377,52.294964,1.0970604,42,Slight,Fine No High Winds,Single Carriageway,50.95,1.93,12.0,1,5,36
920,52.881706,-1.7039133,42,Slight,Fine No High Winds,Dual Carriageway,62.14,1.31,9.0,1,10,31
1692,51.650032,-1.3160884,42,Slight,Fine No High Winds,Dual Carriageway,55.71,1.71,13.0,2,8,32
2447,50.991863,-1.7563115,42,Slight,Fine No High Winds,Single Carriageway,33.57,1.52,17.0,1,7,34
1877,51.434757,0.4965992,42,Slight,Fine No High Winds,Single Carriageway,35.0,1.26,15.0,0,8,34
868,53.22463,-1.869597,42,Slight,Fine No High Winds,Single Carriageway,53.1,1.69,14.0,1,9,32
2150,50.595867,-4.475171,42,Slight,Fine No High Winds,Dual Carriageway,65.24,2.0,14.0,2,8,32
2148,50.570915,-4.3338594,42,Slight,Fine No High Winds,Single Carriageway,53.1,1.52,8.0,0,5,37
1169,52.302647,-0.9017272,42,Slight,Fine No High Winds,Single Carriageway,56.9,1.26,8.0,0,9,33
2870,55.78668,-4.608145,42,Slight,Fine No High Winds,Single Carriageway,54.29,1.4,14.0,0,8,34
1312,52.671772,0.41877475,42,Slight,Fine No High Winds,Single Carriageway,59.05,1.81,13.0,1,7,34
2085,50.993687,0.21304621,42,Slight,Fine No High Winds,Single Carriageway,55.0,1.64,8.0,1,10,31
2713,51.858032,-3.1360486,42,Slight,Fine No High Winds,Single Carriageway,39.29,1.17,16.0,0,7,35
1530,51.796707,0.48180285,42,Slight,Fine No High Winds,Single Carriageway,57.86,1.62,7.0,3,10,29
2464,51.418682,-2.125411,42,Slight,Fine No High Winds,Single Carriageway,51.43,1.5,10.0,3,4,35
676,52.91748,-2.170001,42,Slight,Fine No High Winds,Single Carriageway,53.33,1.33,18.0,0,6,36
816,52.1398,-1.4102263,42,Slight,Fine No High Winds,Dual Carriageway,67.14,1.81,12.0,2,10,30
2183,50.419743,-4.2611303,42,Slight,Fine No High Winds,Single Carriageway,50.0,1.6,18.0,3,3,36
2133,50.3435,-5.1537876,42,Slight,Fine No High Winds,Single Carriageway,35.0,1.36,15.0,0,5,37
1058,52.933163,-0.154831,42,Slight,Fine No High Winds,Single Carriageway,55.71,1.5,12.0,2,4,36
2356,50.96979,-3.2142708,42,Slight,Fine No High Winds,Single Carriageway,50.0,1.71,8.0,0,4,38
2651,51.514194,-3.6683362,42,Slight,Fine No High Winds,Dual Carriageway,62.62,1.5,8.0,6,9,27
629,54.503483,-1.3105675,42,Slight,Fine No High Winds,Single Carriageway,52.86,1.5,8.0,0,9,33
547,53.38095,-1.5629632,42,Slight,Fine No High Winds,Single Carriageway,48.81,1.67,9.0,1,11,30
1431,51.94752,-0.5329118,42,Slight,Fine No High Winds,Single Carriageway,30.0,1.38,7.0,1,6,35
1457,51.835846,0.15648973,42,Slight,Fine No High Winds,Single Carriageway,34.76,1.69,12.0,1,9,32
2405,51.72236,-2.157287,42,Slight,Fine No High Winds,Single Carriageway,39.29,1.43,15.0,0,4,38
1763,50.726395,-1.5896627,42,Slight,Fine No High Winds,Single Carriageway,30.71,1.12,12.0,0,14,28
51,55.009132,-2.9716094,42,Slight,Fine No High Winds,Single Carriageway,33.57,1.38,10.0,1,4,37
1834,51.252434,-0.4815964,42,Slight,Fine No High Winds,Single Carriageway,48.33,1.4,18.0,0,9,33
1755,50.689476,-1.0871692,42,Slight,Fine No High Winds,Single Carriageway,30.24,1.14,11.0,0,16,26
1818,51.364555,-1.356393,42,Slight,Fine No High Winds,Dual Carriageway,62.14,1.33,17.0,0,7,35
2187,50.81867,-4.467506,42,Slight,Fine No High Winds,Single Carriageway,57.14,1.43,16.0,0,9,33
2807,55.828743,-3.704157,42,Slight,Fine No High Winds,Single Carriageway,30.24,1.17,11.0,0,8,34
2766,56.672108,-3.0057561,42,Slight,Fine No High Winds,Single Carriageway,30.0,1.17,11.0,0,10,32
2034,50.92466,0.7098215,42,Slight,Fine No High Winds,Single Carriageway,32.86,1.4,7.0,0,12,30
906,53.29508,-1.5650343,41,Slight,Fine No High Winds,Single Carriageway,57.8,1.54,16.0,2,17,22
2927,55.515118,-4.379345,41,Slight,Fine No High Winds,Single Carriageway,36.34,1.22,15.0,0,10,31
3241,55.60036,-4.451856,41,Slight,Fine No High Winds,Single Carriageway,30.73,1.32,16.0,0,5,36
2263,50.42975,-3.6428208,41,Slight,Fine No High Winds,Single Carriageway,52.44,1.44,6.0,0,7,34
1792,51.245895,-0.8546798,41,Slight,Fine No High Winds,Single Carriageway,50.0,1.39,7.0,1,6,34
590,53.819126,-0.38677996,41,Slight,Fine No High Winds,Single Carriageway,32.44,1.83,17.0,0,4,37
1034,53.457478,-0.5821155,41,Slight,Fine No High Winds,Single Carriageway,59.27,1.66,8.0,2,7,32
145,53.895157,-2.1543303,41,Slight,Fine No High Winds,Single Carriageway,46.1,1.49,14.0,1,11,29
1802,51.19044,-1.2561392,41,Slight,Fine No High Winds,Dual Carriageway,66.34,1.34,8.0,2,12,27
3099,51.365,-0.8532994,41,Slight,Fine No High Winds,Single Carriageway,41.46,1.46,18.0,0,6,35
3039,52.963707,-0.69266564,41,Slight,Fine No High Winds,Dual Carriageway,67.56,1.49,16.0,2,9,30
1796,51.237053,-0.8311718,41,Slight,Fine No High Winds,Single Carriageway,55.85,1.27,14.0,0,5,36
807,52.06283,-1.6258771,41,Slight,Fine No High Winds,Single Carriageway,32.68,1.15,17.0,0,6,35
1201,52.198273,-0.9157922,41,Slight,Fine No High Winds,Dual Carriageway,69.02,1.78,16.0,2,11,28
3094,51.691822,-0.98093194,41,Slight,Fine No High Winds,Dual Carriageway,65.85,1.78,20.0,0,8,33
1179,51.996784,-1.1607337,41,Slight,Fine No High Winds,Roundabout,66.34,1.34,12.0,2,10,29
1130,52.593254,-0.6390288,41,Slight,Fine No High Winds,Single Carriageway,51.95,1.59,9.0,0,6,35
790,52.558434,-2.3033738,41,Slight,Fine No High Winds,Single Carriageway,58.78,1.8,8.0,0,9,32
625,54.54091,-1.4185786,41,Slight,Fine No High Winds,Dual Carriageway,60.24,1.63,7.0,3,6,32
2559,53.204422,-4.105908,41,Slight,Fine No High Winds,Roundabout,61.22,1.41,17.0,0,5,36
3186,51.374832,-2.860186,41,Slight,Fine No High Winds,Single Carriageway,47.32,1.51,12.0,1,4,36
1138,52.698605,-1.3659222,41,Slight,Fine No High Winds,Single Carriageway,32.2,1.17,8.0,0,5,36
2472,51.526493,-1.6926501,41,Slight,Fine No High Winds,Dual Carriageway,64.39,1.39,7.0,3,3,35
2198,51.17518,-4.093775,41,Slight,Fine No High Winds,Single Carriageway,58.54,1.39,16.0,0,5,36
2170,50.455406,-4.565569,41,Slight,Fine No High Winds,Single Carriageway,50.49,1.8,12.0,1,6,34
2166,50.39705,-4.7941628,41,Slight,Fine No High Winds,Single Carriageway,35.61,1.56,17.0,2,8,31
1146,52.626484,-1.2961122,41,Slight,Fine No High Winds,Single Carriageway,32.68,1.15,15.0,1,3,37
1088,53.263382,-0.4484004,41,Slight,Fine No High Winds,Single Carriageway,52.2,1.61,15.0,2,6,33
1847,51.221764,-0.38100988,41,Slight,Fine No High Winds,Single Carriageway,38.54,1.37,20.0,0,8,33
1846,51.154358,-0.22124293,41,Slight,Fine No High Winds,Single Carriageway,32.93,1.44,18.0,0,6,35
2755,56.45758,-3.0241163,41,Slight,Fine No High Winds,Single Carriageway,32.93,1.24,16.0,0,9,32
2157,50.437447,-4.7649174,41,Slight,Fine No High Winds,Single Carriageway,55.37,1.63,16.0,0,2,39
2575,53.004013,-3.02395,41,Slight,Fine No High Winds,Single Carriageway,62.2,1.63,7.0,0,7,34
495,53.83985,-1.8693937,41,Slight,Fine No High Winds,Single Carriageway,32.2,1.54,8.0,0,3,38
1066,53.313137,0.28020197,41,Slight,Fine No High Winds,Single Carriageway,30.73,1.1,14.0,0,4,37
3467,51.13453,-0.64121985,41,Slight,Fine No High Winds,Single Carriageway,42.44,1.37,7.0,1,6,34
2908,55.734177,-3.947306,41,Slight,Fine No High Winds,Single Carriageway,49.76,1.34,2.0,1,8,32
964,53.176228,-1.0970769,41,Slight,Fine No High Winds,Single Carriageway,49.02,1.37,8.0,0,10,31
2750,57.538162,-2.4611099,41,Slight,Fine No High Winds,Single Carriageway,30.73,1.24,20.0,0,4,37
1670,51.596203,-1.1042314,41,Slight,Fine No High Winds,Single Carriageway,39.76,1.37,12.0,0,8,33
2701,52.6852,-3.0854964,41,Slight,Fine No High Winds,Single Carriageway,54.88,1.59,18.0,2,14,25
2825,55.97862,-3.3463001,41,Slight,Fine No High Winds,Dual Carriageway,60.0,1.39,22.0,1,7,33
1471,51.775627,-0.16055961,41,Slight,Fine No High Winds,Dual Carriageway,65.12,1.22,7.0,1,6,34
2820,55.94384,-2.987189,41,Slight,Fine No High Winds,Single Carriageway,62.68,1.66,14.0,1,8,32
2681,52.11412,-4.0786924,41,Slight,Fine No High Winds,Single Carriageway,30.0,1.22,17.0,1,3,37
1503,51.840378,0.6098936,41,Slight,Fine No High Winds,Single Carriageway,55.85,1.51,16.0,3,9,29
1337,52.717155,0.509076,41,Slight,Fine No High Winds,Single Carriageway,49.27,1.54,10.0,2,7,32
2679,51.84305,-4.4095244,41,Slight,Fine No High Winds,Dual Carriageway,68.78,1.63,7.0,1,9,31
1493,51.813198,0.20551965,41,Slight,Fine No High Winds,Single Carriageway,37.07,1.51,16.0,3,11,27
2678,51.998695,-3.744901,41,Slight,Fine No High Winds,Single Carriageway,59.76,1.15,12.0,2,14,25
3009,52.98803,-2.2589977,41,Slight,Fine No High Winds,Dual Carriageway,68.05,1.78,11.0,3,5,33
1485,51.93535,-0.32653815,41,Slight,Fine No High Winds,Dual Carriageway,67.56,1.39,8.0,1,11,29
859,52.911385,-1.3418709,41,Slight,Fine No High Winds,Dual Carriageway,64.15,1.46,8.0,2,10,29
813,52.27385,-1.3654386,41,Slight,Fine No High Winds,Single Carriageway,55.37,1.54,7.0,2,12,27
230,53.28699,-2.335628,41,Slight,Fine No High Winds,Single Carriageway,58.78,1.46,15.0,0,8,33
235,53.174732,-2.8610692,41,Slight,Fine No High Winds,Dual Carriageway,52.2,1.68,8.0,0,8,33
1414,52.384937,1.6694804,41,Slight,Fine No High Winds,Single Carriageway,34.88,1.51,14.0,0,4,37
1453,51.851055,-0.47793776,41,Slight,Fine No High Winds,Single Carriageway,59.76,1.63,13.0,2,10,29
1436,52.031025,-0.522122,41,Slight,Fine No High Winds,Single Carriageway,55.37,1.54,17.0,1,4,36
2006,51.0086,0.977731,41,Slight,Fine No High Winds,Single Carriageway,35.12,1.37,14.0,0,8,33
822,52.16461,-1.4373468,41,Slight,Fine No High Winds,Dual Carriageway,66.34,1.46,0.0,1,7,33
2687,52.24227,-4.2581406,41,Slight,Fine No High Winds,Single Carriageway,34.63,1.2,15.0,0,7,34
3191,51.089993,-2.5146832,41,Slight,Fine No High Winds,Single Carriageway,30.0,1.15,15.0,2,9,30
3026,53.274395,-1.3754314,41,Slight,Fine No High Winds,Single Carriageway,37.56,1.49,12.0,0,5,36
1121,52.472748,-0.890895,40,Slight,Fine No High Winds,Single Carriageway,58.75,1.48,15.0,1,6,33
1820,50.892715,-1.5225258,40,Slight,Fine No High Winds,Single Carriageway,35.5,1.35,16.0,0,5,35
1714,51.437202,-0.67925656,40,Slight,Fine No High Winds,Single Carriageway,40.25,1.32,8.0,0,6,34
1452,51.905598,-0.69290817,40,Slight,Fine No High Winds,Single Carriageway,61.75,1.35,17.0,1,8,31
2901,55.81596,-3.9093876,40,Slight,Fine No High Winds,Single Carriageway,58.25,1.62,8.0,2,4,34
2048,50.995506,-0.06244587,40,Slight,Fine No High Winds,Single Carriageway,47.25,1.6,8.0,1,5,34
3189,51.469124,-2.3656173,40,Slight,Fine No High Winds,Single Carriageway,58.25,1.95,14.0,1,8,31
2565,52.58619,-4.088068,40,Slight,Fine No High Winds,Single Carriageway,31.25,1.18,15.0,0,5,35
715,52.84897,-2.15963,40,Slight,Fine No High Winds,Dual Carriageway,68.75,2.0,10.0,2,1,37
3252,53.321648,-2.166152,40,Slight,Fine No High Winds,Single Carriageway,57.5,1.58,8.0,0,7,33
3342,51.00585,-2.6815834,40,Slight,Fine No High Winds,Single Carriageway,37.25,1.27,7.0,2,2,36
926,52.714783,-1.5582635,40,Slight,Fine No High Winds,Single Carriageway,43.75,1.65,7.0,0,5,35
